Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
MLO,2010,08,01,00,00,83,8.0,-9,681.60,16.4,15.0,13.2,13,0
MLO,2010,08,01,00,01,76,5.2,-9,681.70,16.8,15.1,13.2,13,0
MLO,2010,08,01,00,02,73,6.5,-9,681.60,15.6,14.9,13.1,14,0
MLO,2010,08,01,00,03,92,7.6,-9,681.60,15.7,14.9,13.1,13,0
MLO,2010,08,01,00,04,81,7.9,-9,681.60,15.9,15.0,13.2,13,0
MLO,2010,08,01,00,05,83,8.3,-9,681.60,15.4,14.6,13.1,13,0
MLO,2010,08,01,00,06,78,5.9,-9,681.60,16.0,14.6,13.1,13,0
MLO,2010,08,01,00,07,102,6.5,-9,681.50,15.7,14.5,13.0,13,0
MLO,2010,08,01,00,08,82,7.7,-9,681.60,16.4,14.7,13.1,13,0
MLO,2010,08,01,00,09,86,7.6,-9,681.60,17.5,15.2,13.2,12,0
MLO,2010,08,01,00,10,78,6.7,-9,681.60,16.0,15.0,13.2,14,0
MLO,2010,08,01,00,11,91,5.5,-9,681.60,16.1,14.7,13.2,13,0
MLO,2010,08,01,00,12,113,6.4,-9,681.50,15.8,14.4,13.0,13,0
MLO,2010,08,01,00,13,79,7.2,-9,681.60,16.9,14.8,13.1,12,0
MLO,2010,08,01,00,14,71,7.1,-9,681.50,16.1,14.7,13.1,13,0
MLO,2010,08,01,00,15,88,7.8,-9,681.50,17.1,15.0,13.3,12,0
MLO,2010,08,01,00,16,101,5.6,-9,681.50,16.6,15.0,13.3,13,0
MLO,2010,08,01,00,17,86,8.5,-9,681.50,17.1,15.5,13.7,13,0
MLO,2010,08,01,00,18,81,6.8,-9,681.50,16.1,15.2,13.5,13,0
MLO,2010,08,01,00,19,79,7.1,-9,681.50,16.3,15.0,13.5,13,0
MLO,2010,08,01,00,20,90,8.4,-9,681.50,17.1,15.3,13.5,13,0
MLO,2010,08,01,00,21,-999,-999.9,-9,-999.90,-999.9,-999.9,-999.9,-99,-99
MLO,2010,08,01,00,22,-999,-999.9,-9,-999.90,-999.9,-999.9,-999.9,-99,-99
