Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
MLO,2011,08,01,00,00,51,4.3,-9,681.10,11.7,10.7,8.7,67,0
MLO,2011,08,01,00,01,31,2.7,-9,681.10,11.4,10.5,8.3,69,0
MLO,2011,08,01,00,02,44,2.4,-9,681.10,11.0,10.1,8.5,70,0
MLO,2011,08,01,00,03,64,2.8,-9,681.10,11.2,10.0,8.8,68,0
MLO,2011,08,01,00,04,326,3.1,-9,681.10,13.0,10.5,9.0,62,0
MLO,2011,08,01,00,05,351,1.9,-9,681.00,11.9,10.3,8.9,70,0
MLO,2011,08,01,00,06,6,3.2,-9,681.00,11.6,10.1,8.6,74,0
MLO,2011,08,01,00,07,359,2.1,-9,681.00,11.2,9.9,8.1,77,0
MLO,2011,08,01,00,08,355,2.3,-9,681.00,11.3,9.8,8.1,75,0
MLO,2011,08,01,00,09,5,1.4,-9,681.00,10.8,9.7,7.9,76,0
MLO,2011,08,01,00,10,26,0.3,-9,681.00,11.1,10.0,8.4,73,0
MLO,2011,08,01,00,11,3,0.4,-9,681.00,11.1,10.3,9.4,72,0
MLO,2011,08,01,00,12,16,1.1,-9,681.00,10.5,10.0,9.4,75,0
MLO,2011,08,01,00,13,8,2.7,-9,681.00,10.9,10.2,9.0,78,0
MLO,2011,08,01,00,14,4,2.5,-9,681.00,11.1,10.0,8.9,79,0
MLO,2011,08,01,00,15,12,2.7,-9,681.00,11.2,10.0,8.3,77,0
MLO,2011,08,01,00,16,26,2.0,-9,681.00,10.9,9.7,8.1,79,0
MLO,2011,08,01,00,17,44,3.6,-9,681.00,11.5,9.7,8.1,73,0
MLO,2011,08,01,00,18,84,1.9,-9,681.00,11.1,9.5,7.7,73,0
MLO,2011,08,01,00,19,69,1.9,-9,681.00,11.1,9.8,8.4,71,0
MLO,2011,08,01,00,20,35,1.9,-9,681.00,10.6,9.7,8.2,80,0
MLO,2011,08,01,00,21,22,1.6,-9,681.00,11.2,10.1,9.1,78,0
MLO,2011,08,01,00,22,25,2.4,-9,681.00,11.5,10.4,8.8,80,0
MLO,2011,08,01,00,23,21,2.6,-9,681.00,11.1,10.2,8.4,81,0
MLO,2011,08,01,00,24,352,3.4,-9,681.00,11.1,10.0,8.3,80,0
MLO,2011,08,01,00,25,329,3.6,-9,681.00,11.5,9.9,8.5,77,0
MLO,2011,08,01,00,26,315,3.1,-9,681.00,11.7,9.7,8.6,74,0
MLO,2011,08,01,00,27,16,1.0,-9,681.00,11.4,10.0,8.8,78,0
MLO,2011,08,01,00,28,51,2.4,-9,681.00,11.5,10.0,8.4,77,0
MLO,2011,08,01,00,29,44,1.7,-9,680.90,11.8,10.5,8.8,75,0
MLO,2011,08,01,00,30,36,1.5,-9,680.90,11.4,10.7,9.0,77,0
MLO,2011,08,01,00,31,37,2.2,-9,680.90,11.5,10.8,8.8,76,0
MLO,2011,08,01,00,32,33,2.5,-9,680.90,11.1,10.5,8.3,78,0
MLO,2011,08,01,00,33,343,0.7,-9,681.00,11.8,10.5,8.7,74,0
MLO,2011,08,01,00,34,112,1.5,-9,680.90,11.3,9.9,8.6,75,0
MLO,2011,08,01,00,35,88,1.3,-9,680.90,11.1,9.7,8.6,76,0
MLO,2011,08,01,00,36,38,2.7,-9,680.90,10.8,9.7,8.2,78,0
MLO,2011,08,01,00,37,69,1.5,-9,680.90,10.4,9.4,8.2,78,0
MLO,2011,08,01,00,38,20,1.0,-9,680.90,11.4,9.8,8.6,75,0
MLO,2011,08,01,00,39,358,2.6,-9,680.90,11.3,9.8,8.5,75,0
MLO,2011,08,01,00,40,14,1.8,-9,680.90,11.6,10.0,8.4,74,0
MLO,2011,08,01,00,41,20,2.1,-9,680.90,11.4,10.2,8.4,73,0
MLO,2011,08,01,00,42,33,1.2,-9,680.90,10.7,10.0,8.5,75,0
